API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Mon Sep 21 19:49:13 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Hubble Space Telescope (spacecraft) (-48) {source: hst}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2003-Feb-02 06:00:00.0000 TDB
Stop  time      : A.D. 2003-Feb-02 14:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)
Output units    : AU-D
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2452672.825694445, A.D. 2003-Feb-02 07:49:00.0000, -6.705871510160466E-01,  6.569166552050374E-01,  2.847795509948727E-01, -1.441028414768162E-02, -6.920874436831177E-03, -5.898794551568365E-03,
2452672.826388889, A.D. 2003-Feb-02 07:50:00.0000, -6.705972456740622E-01,  6.569118238346959E-01,  2.847754938711274E-01, -1.466112114034472E-02, -6.996239552136031E-03, -5.784889254756916E-03,
2452672.827083333, A.D. 2003-Feb-02 07:51:00.0000, -6.706075119012335E-01,  6.569069344375928E-01,  2.847715174900391E-01, -1.490422744710542E-02, -7.087930858991043E-03, -5.666340368821830E-03,
2452672.827777778, A.D. 2003-Feb-02 07:52:00.0000, -6.706179439689770E-01,  6.569019758091063E-01,  2.847676249014208E-01, -1.513857220684786E-02, -7.195553971801471E-03, -5.543654743825728E-03,
2452672.828472222, A.D. 2003-Feb-02 07:53:00.0000, -6.706285354457219E-01,  6.568969370418032E-01,  2.847638187970481E-01, -1.536316234456580E-02, -7.318647696063971E-03, -5.417356286741386E-03,
2452672.829166667, A.D. 2003-Feb-02 07:54:00.0000, -6.706392792245558E-01,  6.568918075711425E-01,  2.847601014995761E-01, -1.557704659072776E-02, -7.456686062672475E-03, -5.287983761125763E-03,
2452672.829861111, A.D. 2003-Feb-02 07:55:00.0000, -6.706501675536000E-01,  6.568865772196799E-01,  2.847564749530025E-01, -1.577931931720196E-02, -7.609080603735397E-03, -5.156088540229690E-03,
2452672.830555555, A.D. 2003-Feb-02 07:56:00.0000, -6.706611920689812E-01,  6.568812362396129E-01,  2.847529407147031E-01, -1.596912417985669E-02, -7.775182859006687E-03, -5.022232321588107E-03,
2452672.831250000, A.D. 2003-Feb-02 07:57:00.0000, -6.706723438302619E-01,  6.568757753535066E-01,  2.847494999490675E-01, -1.614565755877335E-02, -7.954287102148766E-03, -4.886984810808987E-03,
2452672.831944444, A.D. 2003-Feb-02 07:58:00.0000, -6.706836133581876E-01,  6.568701857930538E-01,  2.847461534227504E-01, -1.630817178766001E-02, -8.145633276216788E-03, -4.750921381982466E-03,
2452672.832638889, A.D. 2003-Feb-02 07:59:00.0000, -6.706949906746011E-01,  6.568644593357267E-01,  2.847429015015540E-01, -1.645597816453199E-02, -8.348410127936032E-03, -4.614620721887010E-03,
2452672.833333333, A.D. 2003-Feb-02 08:00:00.0000, -6.707064653443681E-01,  6.568585883391859E-01,  2.847397441489484E-01, -1.658844973606723E-02, -8.561758530528294E-03, -4.478662464970569E-03,
2452672.834027778, A.D. 2003-Feb-02 08:01:00.0000, -6.707180265191560E-01,  6.568525657733185E-01,  2.847366809262362E-01, -1.670502384821078E-02, -8.784774984925419E-03, -4.343624825989705E-03,
2452672.834722222, A.D. 2003-Feb-02 08:02:00.0000, -6.707296629829024E-01,  6.568463852497879E-01,  2.847337109943575E-01, -1.680520445571880E-02, -9.016515289287427E-03, -4.210082237115801E-03,
2452672.835416667, A.D. 2003-Feb-02 08:03:00.0000, -6.707413631987986E-01,  6.568400410489776E-01,  2.847308331173337E-01, -1.688856418328295E-02, -9.255998366573410E-03, -4.078602996409619E-03,
2452672.836111111, A.D. 2003-Feb-02 08:04:00.0000, -6.707531153576193E-01,  6.568335281442275E-01,  2.847280456673362E-01, -1.695474613089622E-02, -9.502210239830777E-03, -3.949746934600810E-03,
2452672.836805556, A.D. 2003-Feb-02 08:05:00.0000, -6.707649074272128E-01,  6.568268422232597E-01,  2.847253466313681E-01, -1.700346541599048E-02, -9.754108144346359E-03, -3.824063107387523E-03,
2452672.837500000, A.D. 2003-Feb-02 08:06:00.0000, -6.707767272029712E-01,  6.568199797067062E-01,  2.847227336195365E-01, -1.703451044491022E-02, -1.001062476541244E-02, -3.702087520641515E-03,
2452672.838194444, A.D. 2003-Feb-02 08:07:00.0000, -6.707885623590857E-01,  6.568129377636533E-01,  2.847202038748921E-01, -1.704774390630016E-02, -1.027067258972838E-02, -3.584340896230731E-03,
2452672.838888889, A.D. 2003-Feb-02 08:08:00.0000, -6.708004005003948E-01,  6.568057143241287E-01,  2.847177542848032E-01, -1.704310347914073E-02, -1.053314835766047E-02, -3.471326486479935E-03,
2452672.839583333, A.D. 2003-Feb-02 08:09:00.0000, -6.708122292146218E-01,  6.567983080884655E-01,  2.847153813938308E-01, -1.702060224845161E-02, -1.079693760264019E-02, -3.363527945618010E-03,
2452672.840277778, A.D. 2003-Feb-02 08:10:00.0000, -6.708240361247991E-01,  6.567907185334897E-01,  2.847130814180586E-01, -1.698032882213724E-02, -1.106091926292814E-02, -3.261407266879207E-03,
2452672.840972222, A.D. 2003-Feb-02 08:11:00.0000, -6.708358089416674E-01,  6.567829459154823E-01,  2.847108502608316E-01, -1.692244714309381E-02, -1.132397034984780E-02, -3.165402794209647E-03,
2452672.841666667, A.D. 2003-Feb-02 08:12:00.0000, -6.708475355158366E-01,  6.567749912698871E-01,  2.847086835298486E-01, -1.684719599154963E-02, -1.158497065541948E-02, -3.075927317765042E-03,
2452672.842361111, A.D. 2003-Feb-02 08:13:00.0000, -6.708592038894939E-01,  6.567668564077397E-01,  2.847065765555443E-01, -1.675488817368062E-02, -1.184280748114940E-02, -2.993366262546473E-03,
2452672.843055556, A.D. 2003-Feb-02 08:14:00.0000, -6.708708023474367E-01,  6.567585439088109E-01,  2.847045244106965E-01, -1.664590939383069E-02, -1.209638036858519E-02, -2.918075979593294E-03,
2452672.843750000, A.D. 2003-Feb-02 08:15:00.0000, -6.708823194672128E-01,  6.567500571114711E-01,  2.847025219311800E-01, -1.652071680916693E-02, -1.234460581118299E-02, -2.850382149119055E-03,
2452672.844444444, A.D. 2003-Feb-02 08:16:00.0000, -6.708937441681464E-01,  6.567414000992929E-01,  2.847005637377891E-01, -1.637983726729785E-02, -1.258642192607783E-02, -2.790578304827000E-03,
2452672.845138889, A.D. 2003-Feb-02 08:17:00.0000, -6.709050657590326E-01,  6.567325776844326E-01,  2.846986442590385E-01, -1.622386522925682E-02, -1.282079306355601E-02, -2.738924488364995E-03,
2452672.845833333, A.D. 2003-Feb-02 08:18:00.0000, -6.709162739842771E-01,  6.567235953878354E-01,  2.846967577548511E-01, -1.605346038227458E-02, -1.304671433142227E-02, -2.695646042473114E-03,
2452672.846527778, A.D. 2003-Feb-02 08:19:00.0000, -6.709273590682774E-01,  6.567144594163377E-01,  2.846948983410323E-01, -1.586934494889916E-02, -1.326321601107391E-02, -2.660932550837417E-03,
2452672.847222222, A.D. 2003-Feb-02 08:20:00.0000, -6.709383117578294E-01,  6.567051766367438E-01,  2.846930600144260E-01, -1.567230070122900E-02, -1.346936784196050E-02, -2.634936931994284E-03,
2452672.847916667, A.D. 2003-Feb-02 08:21:00.0000, -6.709491233623629E-01,  6.566957545469824E-01,  2.846912366786434E-01, -1.546316569126433E-02, -1.366428315124002E-02, -2.617774693837500E-03,
2452672.848611111, A.D. 2003-Feb-02 08:22:00.0000, -6.709597857918114E-01,  6.566862012444532E-01,  2.846894221702527E-01, -1.524283071060357E-02, -1.384712280585540E-02, -2.609523354374316E-03,
2452672.849305556, A.D. 2003-Feb-02 08:23:00.0000, -6.709702915919348E-01,  6.566765253916983E-01,  2.846876102853088E-01, -1.501223549487587E-02, -1.401709896494629E-02, -2.610222033371755E-03,
2452672.850000000, A.D. 2003-Feb-02 08:24:00.0000, -6.709806339769225E-01,  6.566667361795421E-01,  2.846857948061084E-01, -1.477236469035467E-02, -1.417347861148281E-02, -2.619871218445094E-03,
2452672.850694444, A.D. 2003-Feb-02 08:25:00.0000, -6.709908068591194E-01,  6.566568432878617E-01,  2.846839695280443E-01, -1.452424360210807E-02, -1.431558684323974E-02, -2.638432707986600E-03,
2452672.851388889, A.D. 2003-Feb-02 08:26:00.0000, -6.710008048757290E-01,  6.566468568441596E-01,  2.846821282864387E-01, -1.426893374475755E-02, -1.444280990471102E-02, -2.665829732133692E-03,
2452672.852083333, A.D. 2003-Feb-02 08:27:00.0000, -6.710106234123653E-01,  6.566367873801275E-01,  2.846802649832313E-01, -1.400752821841704E-02, -1.455459794325865E-02, -2.701947251753843E-03,
2452672.852777778, A.D. 2003-Feb-02 08:28:00.0000, -6.710202586233391E-01,  6.566266457863938E-01,  2.846783736133981E-01, -1.374114693363137E-02, -1.465046747467258E-02, -2.746632434200452E-03,
2452672.853472222, A.D. 2003-Feb-02 08:29:00.0000, -6.710297074485836E-01,  6.566164432656646E-01,  2.846764482909817E-01, -1.347093171011001E-02, -1.473000354534761E-02, -2.799695303391979E-03,
2452672.854166667, A.D. 2003-Feb-02 08:30:00.0000, -6.710389676271383E-01,  6.566061912844718E-01,  2.846744832746098E-01, -1.319804127474681E-02, -1.479286158041880E-02, -2.860909560606599E-03,
2452672.854861111, A.D. 2003-Feb-02 08:31:00.0000, -6.710480377071325E-01,  6.565959015237481E-01,  2.846724729923886E-01, -1.292364618482322E-02, -1.483876890939789E-02, -2.930013571286611E-03,
2452672.855555556, A.D. 2003-Feb-02 08:32:00.0000, -6.710569170522224E-01,  6.565855858284569E-01,  2.846704120660534E-01, -1.264892370241334E-02, -1.486752596307429E-02, -3.006711512128366E-03,
2452672.856250000, A.D. 2003-Feb-02 08:33:00.0000, -6.710656058444604E-01,  6.565752561565060E-01,  2.846682953342719E-01, -1.237505264585826E-02, -1.487900713764402E-02, -3.090674671809845E-03,
2452672.856944445, A.D. 2003-Feb-02 08:34:00.0000, -6.710741050835866E-01,  6.565649245271781E-01,  2.846661178749914E-01, -1.210320824377376E-02, -1.487316132416888E-02, -3.181542897890278E-03,
2452672.857638889, A.D. 2003-Feb-02 08:35:00.0000, -6.710824165827537E-01,  6.565546029693087E-01,  2.846638750267333E-01, -1.183455701641850E-02, -1.485001210350946E-02, -3.278926181715146E-03,
2452672.858333333, A.D. 2003-Feb-02 08:36:00.0000, -6.710905429607142E-01,  6.565443034694455E-01,  2.846615624087420E-01, -1.157025170842573E-02, -1.480965760878863E-02, -3.382406372575709E-03,
2452672.859027778, A.D. 2003-Feb-02 08:37:00.0000, -6.710984876305118E-01,  6.565340379202170E-01,  2.846591759398984E-01, -1.131142629590299E-02, -1.475227005920232E-02, -3.491539011911972E-03,
2452672.859722222, A.D. 2003-Feb-02 08:38:00.0000, -6.711062547847378E-01,  6.565238180691390E-01,  2.846567118563224E-01, -1.105919108979530E-02, -1.467809497058261E-02, -3.605855278001501E-03,
2452672.860416667, A.D. 2003-Feb-02 08:39:00.0000, -6.711138493774260E-01,  6.565136554680788E-01,  2.846541667275861E-01, -1.081462795620478E-02, -1.458745004952358E-02, -3.724864031342875E-03,
2452672.861111111, A.D. 2003-Feb-02 08:40:00.0000, -6.711212771026766E-01,  6.565035614235966E-01,  2.846515374714749E-01, -1.057878567311948E-02, -1.448072377910099E-02, -3.848053950806324E-03,
2452672.861805555, A.D. 2003-Feb-02 08:41:00.0000, -6.711285443701054E-01,  6.564935469483737E-01,  2.846488213672349E-01, -1.035267544175070E-02, -1.435837370525322E-02, -3.974895750576832E-03,
2452672.862500000, A.D. 2003-Feb-02 08:42:00.0000, -6.711356582772390E-01,  6.564836227139321E-01,  2.846460160672550E-01, -1.013726656945592E-02, -1.422092443375790E-02, -4.104844467935552E-03,
2452672.863194444, A.D. 2003-Feb-02 08:43:00.0000, -6.711426265789743E-01,  6.564737990048437E-01,  2.846431196071377E-01, -9.933482340052388E-03, -1.406896534844957E-02, -4.237341812002116E-03,
2452672.863888889, A.D. 2003-Feb-02 08:44:00.0000, -6.711494576542414E-01,  6.564640856746177E-01,  2.846401304141211E-01, -9.742196086235890E-03, -1.390314806190358E-02, -4.371818563670219E-03,
2452672.864583333, A.D. 2003-Feb-02 08:45:00.0000, -6.711561604700141E-01,  6.564544921034482E-01,  2.846370473138184E-01, -9.564227477819178E-03, -1.372418361028576E-02, -4.507697017097477E-03,
2452672.865277778, A.D. 2003-Feb-02 08:46:00.0000, -6.711627445428227E-01,  6.564450271579962E-01,  2.846338695352519E-01, -9.400339038608390E-03, -1.353283940446488E-02, -4.644393453239368E-03,
2452672.865972222, A.D. 2003-Feb-02 08:47:00.0000, -6.711692198979309E-01,  6.564356991533689E-01,  2.846305967141604E-01, -9.251232903939264E-03, -1.332993594983416E-02, -4.781320636033676E-03,
2452672.866666667, A.D. 2003-Feb-02 08:48:00.0000, -6.711755970263488E-01,  6.564265158174533E-01,  2.846272288945705E-01, -9.117547830210609E-03, -1.311634334764153E-02, -4.917890321918336E-03,
2452672.867361111, A.D. 2003-Feb-02 08:49:00.0000, -6.711818868398605E-01,  6.564174842577530E-01,  2.846237665286227E-01, -8.999856467112093E-03, -1.289297759094583E-02, -5.053515773440288E-03,
2452672.868055556, A.D. 2003-Feb-02 08:50:00.0000, -6.711881006242517E-01,  6.564086109308617E-01,  2.846202104746557E-01, -8.898662902733331E-03, -1.266079666876337E-02, -5.187614267685534E-03,
2452672.868750000, A.D. 2003-Feb-02 08:51:00.0000, -6.711942499909297E-01,  6.563999016147052E-01,  2.846165619935530E-01, -8.814400491180305E-03, -1.242079649233789E-02, -5.319609590279993E-03,
2452672.869444444, A.D. 2003-Feb-02 08:52:00.0000, -6.712003468271357E-01,  6.563913613836699E-01,  2.846128227433671E-01, -8.747429971889467E-03, -1.217400665812446E-02, -5.448934505560317E-03,
2452672.870138889, A.D. 2003-Feb-02 08:53:00.0000, -6.712064032449537E-01,  6.563829945867238E-01,  2.846089947722390E-01, -8.698037889239093E-03, -1.192148606254928E-02, -5.575033193492100E-03,
2452672.870833333, A.D. 2003-Feb-02 08:54:00.0000, -6.712124315293293E-01,  6.563748048286300E-01,  2.846050805096402E-01, -8.666435320540235E-03, -1.166431838443235E-02, -5.697363643711323E-03,
2452672.871527778, A.D. 2003-Feb-02 08:55:00.0000, -6.712184440853118E-01,  6.563667949543367E-01,  2.846010827559694E-01, -8.652756919806354E-03, -1.140360745169593E-02, -5.815399996955903E-03,
2452672.872222222, A.D. 2003-Feb-02 08:56:00.0000, -6.712244533847446E-01,  6.563589670366208E-01,  2.845970046705442E-01, -8.657060283940705E-03, -1.114047250986506E-02, -5.928634824006481E-03,
2452672.872916667, A.D. 2003-Feb-02 08:57:00.0000, -6.712304719126277E-01,  6.563513223670444E-01,  2.845928497580338E-01, -8.679325647075692E-03, -1.087604341078747E-02, -6.036581332140882E-03,
2452672.873611111, A.D. 2003-Feb-02 08:58:00.0000, -6.712365121133826E-01,  6.563438614502745E-01,  2.845886218533862E-01, -8.719455907737645E-03, -1.061145574095436E-02, -6.138775489031450E-03,
2452672.874305556, A.D. 2003-Feb-02 08:59:00.0000, -6.712425863372522E-01,  6.563365840018015E-01,  2.845843251053112E-01, -8.777276992280186E-03, -1.034784590975741E-02, -6.234778053998595E-03,
2452672.875000000, A.D. 2003-Feb-02 09:00:00.0000, -6.712487067870696E-01,  6.563294889490758E-01,  2.845799639583878E-01, -8.852538556621955E-03, -1.008634621894087E-02, -6.324176506593273E-03,
2452672.875694444, A.D. 2003-Feb-02 09:01:00.0000, -6.712548854656328E-01,  6.563225744360701E-01,  2.845755431338679E-01, -8.944915026743007E-03, -9.828079935357932E-03, -6.406586862633478E-03,
2452672.876388889, A.D. 2003-Feb-02 09:02:00.0000, -6.712611341239172E-01,  6.563158378312541E-01,  2.845710676092624E-01, -9.054006976644376E-03, -9.574156389892305E-03, -6.481655368074140E-03,
2452672.877083333, A.D. 2003-Feb-02 09:03:00.0000, -6.712674642103635E-01,  6.563092757389606E-01,  2.845665425967939E-01, -9.179342840577821E-03, -9.325666126004875E-03, -6.549060061461615E-03,
2452672.877777778, A.D. 2003-Feb-02 09:04:00.0000, -6.712738868214677E-01,  6.563028840140940E-01,  2.845619735208137E-01, -9.320380954326364E-03, -9.083676121797103E-03, -6.608512196212911E-03,
2452672.878472222, A.D. 2003-Feb-02 09:05:00.0000, -6.712804126539018E-01,  6.562966577801269E-01,  2.845573659942822E-01, -9.476511918196484E-03, -8.849225109697486E-03, -6.659757514574437E-03,
2452672.879166667, A.D. 2003-Feb-02 09:06:00.0000, -6.712870519583846E-01,  6.562905914503080E-01,  2.845527257944180E-01, -9.647061272200061E-03, -8.623319017863697E-03, -6.702577365849022E-03,
2452672.879861111, A.D. 2003-Feb-02 09:07:00.0000, -6.712938144955167E-01,  6.562846787519832E-01,  2.845480588376290E-01, -9.831292471703668E-03, -8.406926557120296E-03, -6.736789662331064E-03,
2452672.880555556, A.D. 2003-Feb-02 09:08:00.0000, -6.713007094937800E-01,  6.562789127539290E-01,  2.845433711538369E-01, -1.002841014964391E-02, -8.200974976713829E-03, -6.762249667346248E-03,
2452672.881250000, A.D. 2003-Feb-02 09:09:00.0000, -6.713077456099010E-01,  6.562732858965660E-01,  2.845386688603160E-01, -1.023756364929510E-02, -8.006346011356566E-03, -6.778850610842665E-03,
2452672.881944444, A.D. 2003-Feb-02 09:10:00.0000, -6.713149308917541E-01,  6.562677900249141E-01,  2.845339581351664E-01, -1.045785080957812E-02, -7.823872040946129E-03, -6.786524129108479E-03,
2452672.882638889, A.D. 2003-Feb-02 09:11:00.0000, -6.713222727439768E-01,  6.562624164241371E-01,  2.845292451905434E-01, -1.068832198305177E-02, -7.654332483009169E-03, -6.785240526378071E-03,
2452672.883333333, A.D. 2003-Feb-02 09:12:00.0000, -6.713297778964500E-01,  6.562571558575040E-01,  2.845245362457694E-01, -1.092798426507899E-02, -7.498450436333384E-03, -6.775008857314570E-03,
2452672.884027778, A.D. 2003-Feb-02 09:13:00.0000, -6.713374523757811E-01,  6.562519986065904E-01,  2.845198375004493E-01, -1.117580591123752E-02, -7.356889592455174E-03, -6.755876830599142E-03,
2452672.884722222, A.D. 2003-Feb-02 09:14:00.0000, -6.713453014799148E-01,  6.562469345135258E-01,  2.845151551077156E-01, -1.143072091888043E-02, -7.230251429690242E-03, -6.727930535094497E-03,
2452672.885416667, A.D. 2003-Feb-02 09:15:00.0000, -6.713533297559737E-01,  6.562419530250876E-01,  2.845104951477236E-01, -1.169163374786828E-02, -7.119072702268502E-03, -6.691293991259118E-03,
2452672.886111111, A.D. 2003-Feb-02 09:16:00.0000, -6.713615409814195E-01,  6.562370432384336E-01,  2.845058636015173E-01, -1.195742415490767E-02, -7.023823234904191E-03, -6.646128531647889E-03,
2452672.886805556, A.D. 2003-Feb-02 09:17:00.0000, -6.713699381486034E-01,  6.562321939482563E-01,  2.845012663253818E-01, -1.222695211564259E-02, -6.944904030843656E-03, -6.592632015423990E-03,
2452672.887500000, A.D. 2003-Feb-02 09:18:00.0000, -6.713785234527561E-01,  6.562273936951402E-01,  2.844967090257978E-01, -1.249906280865659E-02, -6.882645699129966E-03, -6.531037882807788E-03,
2452672.888194445, A.D. 2003-Feb-02 09:19:00.0000, -6.713872982834561E-01,  6.562226308148994E-01,  2.844921972351033E-01, -1.277259163584892E-02, -6.837307204549718E-03, -6.461614056284172E-03,
2452672.888888889, A.D. 2003-Feb-02 09:20:00.0000, -6.713962632195871E-01,  6.562178934886709E-01,  2.844877362879704E-01, -1.304636925421664E-02, -6.809074941530592E-03, -6.384661696169241E-03,
2452672.889583333, A.D. 2003-Feb-02 09:21:00.0000, -6.714054180277890E-01,  6.562131697935373E-01,  2.844833312987926E-01, -1.331922659489768E-02, -6.798062131172823E-03, -6.300513818788218E-03,
2452672.890277778, A.D. 2003-Feb-02 09:22:00.0000, -6.714147616643814E-01,  6.562084477534585E-01,  2.844789871400766E-01, -1.358999984635722E-02, -6.804308538664562E-03, -6.209533786037094E-03,
2452672.890972222, A.D. 2003-Feb-02 09:23:00.0000, -6.714242922807313E-01,  6.562037153902884E-01,  2.844747084219258E-01, -1.385753537981435E-02, -6.827780506575289E-03, -6.112113675483479E-03,
2452672.891666667, A.D. 2003-Feb-02 09:24:00.0000, -6.714340072320134E-01,  6.561989607746610E-01,  2.844704994726929E-01, -1.412069459634683E-02, -6.868371297970420E-03, -6.008672540415345E-03,
2452672.892361111, A.D. 2003-Feb-02 09:25:00.0000, -6.714439030893050E-01,  6.561941720765326E-01,  2.844663643208784E-01, -1.437835867655137E-02, -6.925901741956818E-03, -5.899654569370993E-03,
2452672.893055555, A.D. 2003-Feb-02 09:26:00.0000, -6.714539756549395E-01,  6.561893376151741E-01,  2.844623066783388E-01, -1.462943321512110E-02, -7.000121173163528E-03, -5.785527154692269E-03,
2452672.893750000, A.D. 2003-Feb-02 09:27:00.0000, -6.714642199810336E-01,  6.561844459084101E-01,  2.844583299248665E-01, -1.487285272419242E-02, -7.090708655784077E-03, -5.666778879547287E-03,
2452672.894444444, A.D. 2003-Feb-02 09:28:00.0000, -6.714746303910922E-01,  6.561794857209133E-01,  2.844544370941933E-01, -1.510758499076542E-02, -7.197274482149788E-03, -5.543917432685642E-03,
2452672.895138889, A.D. 2003-Feb-02 09:29:00.0000, -6.714852005045848E-01,  6.561744461113658E-01,  2.844506308614658E-01, -1.533263527488084E-02, -7.319361935352783E-03, -5.417467459935763E-03,
2452672.895833333, A.D. 2003-Feb-02 09:30:00.0000, -6.714959232643767E-01,  6.561693164783063E-01,  2.844469135322328E-01, -1.554705033650570E-02, -7.456449305171839E-03, -5.287968361151925E-03,
2452672.896527778, A.D. 2003-Feb-02 09:31:00.0000, -6.715067909668947E-01,  6.561640866044949E-01,  2.844432870329798E-01, -1.574992228021646E-02, -7.607952146447251E-03, -5.155972040986937E-03,
2452672.897222222, A.D. 2003-Feb-02 09:32:00.0000, -6.715177952948962E-01,  6.561587466996259E-01,  2.844397529032387E-01, -1.594039220775043E-02, -7.773225769070616E-03, -5.022040621528098E-03,
2452672.897916667, A.D. 2003-Feb-02 09:33:00.0000, -6.715289273527045E-01,  6.561532874412356E-01,  2.844363122892982E-01, -1.611765366931246E-02, -7.951567948868079E-03, -4.886744124507249E-03,
2452672.898611111, A.D. 2003-Feb-02 09:34:00.0000, -6.715401777037685E-01,  6.561477000136529E-01,  2.844329659395305E-01, -1.628095590516884E-02, -8.142221848821303E-03, -4.750658130502274E-03,
2452672.899305556, A.D. 2003-Feb-02 09:35:00.0000, -6.715515364103977E-01,  6.561419761448521E-01,  2.844297142013502E-01, -1.642960686953763E-02, -8.344379140251143E-03, -4.614361422302459E-03,
2452672.900000000, A.D. 2003-Feb-02 09:36:00.0000, -6.715629930755201E-01,  6.561361081410708E-01,  2.844265570198119E-01, -1.656297602912149E-02, -8.557183313768570E-03, -4.478433619414294E-03,
2452672.900694444, A.D. 2003-Feb-02 09:37:00.0000, -6.715745368863019E-01,  6.561300889190652E-01,  2.844234939378513E-01, -1.668049692879106E-02, -8.779733169872654E-03, -4.343452810593488E-03,
2452672.901388889, A.D. 2003-Feb-02 09:38:00.0000, -6.715861566594666E-01,  6.561239120358838E-01,  2.844205240981679E-01, -1.678166951704431E-02, -9.011086479153873E-03, -4.209993191215234E-03,
2452672.902083333, A.D. 2003-Feb-02 09:39:00.0000, -6.715978408881439E-01,  6.561175717160418E-01,  2.844176462467449E-01, -1.686606222381398E-02, -9.250263801886678E-03, -4.078622712390093E-03,
2452672.902777778, A.D. 2003-Feb-02 09:40:00.0000, -6.716095777900722E-01,  6.561110628759911E-01,  2.844148587379945E-01, -1.693331378321297E-02, -9.496252456701335E-03, -3.949900748773822E-03,
2452672.903472222, A.D. 2003-Feb-02 09:41:00.0000, -6.716213553569788E-01,  6.561043811457876E-01,  2.844121595415147E-01, -1.698313479367958E-02, -9.748010627507376E-03, -3.824375792294540E-03,
2452672.904166667, A.D. 2003-Feb-02 09:42:00.0000, -6.716331614049476E-01,  6.560975228878589E-01,  2.844095462504355E-01, -1.701530900801561E-02, -1.000447159743873E-02, -3.702583179195843E-03,
2452672.904861111, A.D. 2003-Feb-02 09:43:00.0000, -6.716449836255894E-01,  6.560904852127949E-01,  2.844070160913316E-01, -1.702969434582451E-02, -1.026454809785276E-02, -3.585042858121370E-03,
2452672.905555556, A.D. 2003-Feb-02 09:44:00.0000, -6.716568096378158E-01,  6.560832659920796E-01,  2.844045659356679E-01, -1.702622362101395E-02, -1.052713675961610E-02, -3.472257207272696E-03,
2452672.906250000, A.D. 2003-Feb-02 09:45:00.0000, -6.716686270400173E-01,  6.560758638677016E-01,  2.844021923127427E-01, -1.700490497731335E-02, -1.079112265295605E-02, -3.364708909001975E-03,
2452672.906944444, A.D. 2003-Feb-02 09:46:00.0000, -6.716804234624408E-01,  6.560682782585863E-01,  2.843998914240847E-01, -1.696582202521172E-02, -1.105538390110558E-02, -3.262858890514140E-03,
2452672.907638889, A.D. 2003-Feb-02 09:47:00.0000, -6.716921866195582E-01,  6.560605093638018E-01,  2.843976591592562E-01, -1.690913367436760E-02, -1.131879635183134E-02, -3.167144339638646E-03,
2452672.908333333, A.D. 2003-Feb-02 09:48:00.0000, -6.717039043622085E-01,  6.560525581625063E-01,  2.843954911130059E-01, -1.683507365639563E-02, -1.158023828976641E-02, -3.077976804856894E-03,
2452672.909027778, A.D. 2003-Feb-02 09:49:00.0000, -6.717155647293025E-01,  6.560444264106148E-01,  2.843933826037093E-01, -1.674394973400528E-02, -1.183859517127890E-02, -2.995740388931836E-03,
2452672.909722222, A.D. 2003-Feb-02 09:50:00.0000, -6.717271559988662E-01,  6.560361166341738E-01,  2.843913286930294E-01, -1.663614259375529E-02, -1.209276436246573E-02, -2.920790045550569E-03,
2452672.910416667, A.D. 2003-Feb-02 09:51:00.0000, -6.717386667382069E-01,  6.560276321194524E-01,  2.843893242067215E-01, -1.651210442118820E-02, -1.234165985978654E-02, -2.853449988353202E-03,
2452672.911111111, A.D. 2003-Feb-02 09:52:00.0000, -6.717500858529780E-01,  6.560189768997650E-01,  2.843873637565006E-01, -1.637235715880716E-02, -1.258421697189650E-02, -2.794012221565159E-03,
2452672.911805556, A.D. 2003-Feb-02 09:53:00.0000, -6.717614026349246E-01,  6.560101557390645E-01,  2.843854417628850E-01, -1.621749044923130E-02, -1.281939694043898E-02, -2.742735201167505E-03,
2452672.912500000, A.D. 2003-Feb-02 09:54:00.0000, -6.717726068080940E-01,  6.560011741123530E-01,  2.843835524789193E-01, -1.604815926788672E-02, -1.304619147694942E-02, -2.699842635126819E-03,
2452672.913194444, A.D. 2003-Feb-02 09:55:00.0000, -6.717836885732951E-01,  6.559920381829769E-01,  2.843816900146808E-01, -1.586508125172396E-02, -1.326362719263726E-02, -2.665522430660611E-03,
2452672.913888889, A.D. 2003-Feb-02 09:56:00.0000, -6.717946386505999E-01,  6.559827547768918E-01,  2.843798483624617E-01, -1.566903373265937E-02, -1.347076989767607E-02, -2.639925795839396E-03,
2452672.914583333, A.D. 2003-Feb-02 09:57:00.0000, -6.718054483196870E-01,  6.559733313539901E-01,  2.843780214225192E-01, -1.546085048667553E-02, -1.366672874676054E-02, -2.623166502029290E-03,
